College Code,College Name,Seat Category,City,branch,closing_rank
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,Bengaluru,AD-Artificial Intelligence & Data Science,6494
E082,"Maharaja Institute of Technology-Thandavapura, Mysuru",GM,Mysuru,AD-Artificial Intelligence & Data Science,91790
E082,"Maharaja Institute of Technology-Thandavapura, Mysuru",KKR,Mysuru,AD-Artificial Intelligence & Data Science,96946
E100,"Rajeev Institute of Technology-BM Bypass Road, Hassan",GM,Hassan,AD-Artificial Intelligence & Data Science,69655
E108,"S J C Institute of Technology-BB Road, Chikkaballapur",GM,Chikkaballapur,AD-Artificial Intelligence & Data Science,103949
E109,"S.E.A. College of Engineering and Technology-K R Puram, Bengaluru",GM,Bengaluru,AD-Artificial Intelligence & Data Science,105457
E110,"SSETs S.G. Balekundri Institute of Technology-Shivabasva Nagar, Belagavi",GM,Belagavi,AD-Artificial Intelligence & Data Science,101776
E114,"Sambhram Institute of Technology-Jalahalli East, Bengaluru",GM,Bengaluru,AD-Artificial Intelligence & Data Science,103357
E118,"SDM Institute of Technology, Tulu Minority-Ujjire, Dakshina Kannada",GM,Dakshina Kannada,AD-Artificial Intelligence & Data Science,64100
E123,"Shri Madhwa Vadiraja Institute of Technology and Management-Bantakal, Udupi",GM,Udupi,AD-Artificial Intelligence & Data Science,62552
E138,"Srinivas Institute of Technology-Hampankatta, Mangaluru",GM,Mangaluru,AD-Artificial Intelligence & Data Science,67531
E164,"Reva University-Yelahanka, Bengaluru",GM,Bengaluru,AD-Artificial Intelligence & Data Science,18798
E164,"Reva University-Yelahanka, Bengaluru",KKR,Bengaluru,AD-Artificial Intelligence & Data Science,63261
E207,"BGS College of Engineering and Technology-Mahalaxmipuram, Bengaluru",GM,Bengaluru,AD-Artificial Intelligence & Data Science,67182
E209,"Aditya College of Engineering and Technology-Yelahanka, Bengaluru",GM,Bengaluru,AD-Artificial Intelligence & Data Science,91289
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",GM,Bengaluru,AE-Aeronautical Engineering,40891
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",KKR,Bengaluru,AE-Aeronautical Engineering,80648
E003,"A.C.S. College of Engineering-Kambipura Mysore Road, Bengaluru",GM,Bengaluru,AE-Aeronautical Engineering,94757
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",GM,Bengaluru,AE-Aeronautical Engineering,89408
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",KKR,Bengaluru,AE-Aeronautical Engineering,101846
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,Bengaluru,AE-Aeronautical Engineering,14372
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,Bengaluru,AE-Aeronautical Engineering,28997
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",GM,Bengaluru,AE-Aeronautical Engineering,50234
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",KKR,Bengaluru,AE-Aeronautical Engineering,77003
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,Bengaluru,AE-Aeronautical Engineering,95021
E071,"Karavali Institute of Technology-Kottara, Mangaluru",GM,Mangaluru,AE-Aeronautical Engineering,111746
E073,"KLS Gogte Institute of Technology-Udyambag, Belagavi",GM,Belagavi,AE-Aeronautical Engineering,53894
E080,"Mangalore Institute of Technology and Engineering-Moodbidri, Mangaluru",GM,Mangaluru,AE-Aeronautical Engineering,111798
E108,"S J C Institute of Technology-BB Road, Chikkaballapur",GM,Chikkaballapur,AE-Aeronautical Engineering,96822
E211,"East West College of Engineering-Yelahanka, Bengaluru",GM,Bengaluru,AE-Aeronautical Engineering,106695
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,31672
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",KKR,Bengaluru,AI-Artificial Intelligence & Machine Learning,77402
E003,"A.C.S. College of Engineering-Kambipura Mysore Road, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,70872
E003,"A.C.S. College of Engineering-Kambipura Mysore Road, Bengaluru",KKR,Bengaluru,AI-Artificial Intelligence & Machine Learning,92638
E004,"Adichunchanagiri Institute Of Technology-Jyothi Nagara, Chikkamagaluru",GM,Chikkamagaluru,AI-Artificial Intelligence & Machine Learning,83793
E006,"Alvas Institute of Engineering and Technology-Moodbidri, Mangaluru",GM,Mangaluru,AI-Artificial Intelligence & Machine Learning,109512
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,68207
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",KKR,Bengaluru,AI-Artificial Intelligence & Machine Learning,88135
E012,"Atria Institute of Technology-Hebbal, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,57754
E014,"Anuvartik Mirji Bharatesh Institute of Technology-Shindhollicross, Belagavi",GM,Belagavi,AI-Artificial Intelligence & Machine Learning,108895
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,19079
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",KKR,Bengaluru,AI-Artificial Intelligence & Machine Learning,48608
E017,"Ballari Institute of Technology And Management-Near Allipura, Ballari",GM,Ballari,AI-Artificial Intelligence & Machine Learning,98103
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,8380
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",KKR,Bengaluru,AI-Artificial Intelligence & Machine Learning,28553
E020,"Bangalore Technological Institute-Chikkanayakanahalli Dinne, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,67897
E020,"Bangalore Technological Institute-Chikkanayakanahalli Dinne, Bengaluru",KKR,Bengaluru,AI-Artificial Intelligence & Machine Learning,80903
E021,"Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere",GM,Davangere,AI-Artificial Intelligence & Machine Learning,99691
E021,"Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere",KKR,Davangere,AI-Artificial Intelligence & Machine Learning,104525
E024,"Basaveshwar Engineering College-Vidya Nagar, Bagalkote",GM,Bagalkote,AI-Artificial Intelligence & Machine Learning,78643
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,3043
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",KKR,Bengaluru,AI-Artificial Intelligence & Machine Learning,15219
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,11593
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",KKR,Bengaluru,AI-Artificial Intelligence & Machine Learning,36344
E030,"Brindavan College of Engineering-Yelahanka, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,105621
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,16708
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",KKR,Bengaluru,AI-Artificial Intelligence & Machine Learning,64349
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,37146
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",KKR,Bengaluru,AI-Artificial Intelligence & Machine Learning,111009
E037,"City Engineering College-Doddakalasandra, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,110482
E038,"Coorg Institute of Technology-Ponnampet, South Kodagu",GM,South Kodagu,AI-Artificial Intelligence & Machine Learning,101886
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,4593
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,Bengaluru,AI-Artificial Intelligence & Machine Learning,17711
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,28403
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",KKR,Bengaluru,AI-Artificial Intelligence & Machine Learning,58887
E043,"Yenepoya Institute of Technology formerly known as Dr. M V Shetty Institute of Technology-Moodbidri, Mangaluru",GM,Mangaluru,AI-Artificial Intelligence & Machine Learning,111559
E048,"East West Institute of Technology-BEL Layout, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,88757
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,48133
E050,"Global Academy of Technology-Rajarajeshwari Nagar, Bengaluru",KKR,Bengaluru,AI-Artificial Intelligence & Machine Learning,104865
E051,"GM Institute of Technology-P B Road, Davangere",GM,Davangere,AI-Artificial Intelligence & Machine Learning,109969
E056,"H.K.E.Societys P.D.A. College of Engineering-Aiwan E Shahi area, Kalaburgi",GM,Kalaburgi,AI-Artificial Intelligence & Machine Learning,99650
E059,"Jawaharlal Nehru New College of Engineering JNNCE-Swalanga Road, Shivamogga",GM,Shivamogga,AI-Artificial Intelligence & Machine Learning,82096
E068,"K.S. Institute of Technology-Kanakapura Main Road, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,82433
E075,"KNS Institute of Technology-Yelahanka, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,108097
E076,"M.S. Engineering College-Sadahalli, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,54245
E076,"M.S. Engineering College-Sadahalli, Bengaluru",KKR,Bengaluru,AI-Artificial Intelligence & Machine Learning,84732
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,1633
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,Bengaluru,AI-Artificial Intelligence & Machine Learning,7902
E080,"Mangalore Institute of Technology and Engineering-Moodbidri, Mangaluru",GM,Mangaluru,AI-Artificial Intelligence & Machine Learning,104686
E081,"Moodalakatte Institute of Technology-Moodalakatte, Udupi",GM,Udupi,AI-Artificial Intelligence & Machine Learning,100968
E083,"Mysuru Royal Institute of Technology-Palahallli, Mandya District",GM,Mandya District,AI-Artificial Intelligence & Machine Learning,104732
E090,"PES Institute of Technology and Management-Kotegangoor Cost, Shivamogga",GM,Shivamogga,AI-Artificial Intelligence & Machine Learning,31703
E090,"PES Institute of Technology and Management-Kotegangoor Cost, Shivamogga",KKR,Shivamogga,AI-Artificial Intelligence & Machine Learning,97600
E097,"R.R. Institute of Technology-Chikkabanavara, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,96398
E098,"R T E Societys Rural Engineering College-Hulkoti, Gadag",GM,Gadag,AI-Artificial Intelligence & Machine Learning,74609
E099,"Raja Rajeswari College of Engineering-Kumbalgodu, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,108837
E101,"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,86945
E107,"SJB Institute of Technology-Kengeri, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,33354
E107,"SJB Institute of Technology-Kengeri, Bengaluru",KKR,Bengaluru,AI-Artificial Intelligence & Machine Learning,89424
E109,"S.E.A. College of Engineering and Technology-K R Puram, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,74038
E114,"Sambhram Institute of Technology-Jalahalli East, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,107883
E117,"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad",GM,Dharwad,AI-Artificial Intelligence & Machine Learning,42312
E117,"SDM College of Engineering and Technology, Tulu Minority-Kalaghatagi, Dharwad",KKR,Dharwad,AI-Artificial Intelligence & Machine Learning,69916
E121,"Sri Sairam College of Engineering-Anekal, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,100054
E123,"Shri Madhwa Vadiraja Institute of Technology and Management-Bantakal, Udupi",GM,Udupi,AI-Artificial Intelligence & Machine Learning,68554
E124,"Shridevi Institute of Engineering and Technology-Sira Road, Tumakuru",GM,Tumakuru,AI-Artificial Intelligence & Machine Learning,92929
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,14818
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",KKR,Bengaluru,AI-Artificial Intelligence & Machine Learning,42879
E127,"SJM Institute of Technology-NH 4 Bye-pass, Chitradurga",GM,Chitradurga,AI-Artificial Intelligence & Machine Learning,66030
E132,"Sri Krishna Institute of Technology-Chikkabanavara, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,100975
E138,"Srinivas Institute of Technology-Hampankatta, Mangaluru",GM,Mangaluru,AI-Artificial Intelligence & Machine Learning,82632
E141,"T. John Institute of Technology-Bannerghatta Road, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,109722
E143,"Tontadarya College of Engineering-Mundaragi Road , Gadag",GM,Gadag,AI-Artificial Intelligence & Machine Learning,95863
E145,"Vemana Institute of Technology-Koramangala, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,110976
E148,"Vivekananda College of Engineering and Technology-Puttur, Dakshin Kannada",GM,Dakshin Kannada,AI-Artificial Intelligence & Machine Learning,96012
E156,"Jyothy Institute of Technology-Tathguni, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,109781
E183,"Jain Institute of Technology-Avaragere Village, Davangere",GM,Davangere,AI-Artificial Intelligence & Machine Learning,95179
E194,"Jain College of Engineering and Technology-Unkal, Hubballi",GM,Hubballi,AI-Artificial Intelligence & Machine Learning,62198
E195,"Navkis College of Engineering -Kandali NH75, Hassan",GM,Hassan,AI-Artificial Intelligence & Machine Learning,103040
E202,"C Byregowda Insitute of Technology-Thoradevandahalli, Kolar",GM,Kolar,AI-Artificial Intelligence & Machine Learning,76399
E203,"Amruta Institute of Engineering and Management Science-Bidadi, Ramnagar Taluk, Bengaluru Rural",GM,Bengaluru Rural,AI-Artificial Intelligence & Machine Learning,66355
E207,"BGS College of Engineering and Technology-Mahalaxmipuram, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,64829
E209,"Aditya College of Engineering and Technology-Yelahanka, Bengaluru",GM,Bengaluru,AI-Artificial Intelligence & Machine Learning,102506
E212,"Seshadripuram Institute of Technology - Jaipura Hobli, Mysuru",GM,Mysuru,AI-Artificial Intelligence & Machine Learning,76224
E214,"Sri Siddhartha School of Engineering-Near Kyathsandra Toll Gate, Tumkur",GM,Tumkur,AI-Artificial Intelligence & Machine Learning,108674
E006,"Alvas Institute of Engineering and Technology-Moodbidri, Mangaluru",GM,Mangaluru,AL-Agricultural Engineering,102792
E164,"Reva University-Yelahanka, Bengaluru",GM,Bengaluru,AL-Agricultural Engineering,59408
E164,"Reva University-Yelahanka, Bengaluru",KKR,Bengaluru,AL-Agricultural Engineering,86205
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",GM,Hubballi,AR-Automation & Robotics Engineering,35707
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",KKR,Hubballi,AR-Automation & Robotics Engineering,79665
E003,"A.C.S. College of Engineering-Kambipura Mysore Road, Bengaluru",GM,Bengaluru,AS-Aerospace Engineering,44372
E003,"A.C.S. College of Engineering-Kambipura Mysore Road, Bengaluru",KKR,Bengaluru,AS-Aerospace Engineering,80099
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,Bengaluru,AS-Aerospace Engineering,5911
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,Bengaluru,AS-Aerospace Engineering,21999
E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,Bengaluru,AS-Aerospace Engineering,2326
E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,Bengaluru,AS-Aerospace Engineering,15889
E108,"S J C Institute of Technology-BB Road, Chikkaballapur",GM,Chikkaballapur,AS-Aerospace Engineering,74075
E165,"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru",GM,Bengaluru,AS-Aerospace Engineering,25302
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,Bengaluru,AU-Automobile Engineering,18227
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,Bengaluru,AU-Automobile Engineering,76203
E197,"M.S. Ramaiah University of Applied Sciences-MSR Nagar, Bengaluru",GM,Bengaluru,AVE-Automotive Engineering,22503
E197,"M.S. Ramaiah University of Applied Sciences-MSR Nagar, Bengaluru",KKR,Bengaluru,AVE-Automotive Engineering,107055
E191,"Sir M V School Of Architecture-Yelahanka, Bengaluru",GM,Bengaluru,BD-Bachelor of Design,103694
E073,"KLS Gogte Institute of Technology-Udyambag, Belagavi",GM,Belagavi,BD-Bachelor of Design,58226
E065,"KLE Technological University Formerly called as KLE Dr. M.S. Sheshgiri College of Engineering and Technology-Udyambag, Belagavi",GM,Belagavi,BM-Bio-Medical Engineering,108876
E101,"Rajiv Gandhi Institute of Technology-R T Nagar Post, Bengaluru",GM,Bengaluru,BM-Bio-Medical Engineering,90728
E191,"Sir M V School Of Architecture-Yelahanka, Bengaluru",GM,Bengaluru,BP-Bachelor of Urban & Regional Planning,60255
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",GM,Bengaluru,BT-Biotechnology,59900
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",KKR,Bengaluru,BT-Biotechnology,94718
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",GM,Hubballi,BT-Biotechnology,85626
E021,"Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere",GM,Davangere,BT-Biotechnology,82175
E024,"Basaveshwar Engineering College-Vidya Nagar, Bagalkote",GM,Bagalkote,BT-Biotechnology,97480
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,Bengaluru,BT-Biotechnology,18547
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",KKR,Bengaluru,BT-Biotechnology,57710
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,Bengaluru,BT-Biotechnology,29267
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,Bengaluru,BT-Biotechnology,81543
E061,JSS Science and Technology University-Mysuru,GM,,BT-Biotechnology,48669
E061,JSS Science and Technology University-Mysuru,KKR,,BT-Biotechnology,93008
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",GM,Bengaluru,BT-Biotechnology,17527
E077,"M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru",KKR,Bengaluru,BT-Biotechnology,78214
E095,"R V College of Engineering-Mysore Road, Bengaluru",GM,Bengaluru,BT-Biotechnology,8569
E095,"R V College of Engineering-Mysore Road, Bengaluru",KKR,Bengaluru,BT-Biotechnology,27720
E126,"Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru",GM,Bengaluru,BT-Biotechnology,46769
E165,"Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru",GM,Bengaluru,BT-Biotechnology,33867
E216,"New Ebenezer Institute of Technology - Kothanur, Bangalore",GM,Bangalore,CA-Computer Science & Engineering (Artificial Intelligence),38523
E216,"New Ebenezer Institute of Technology - Kothanur, Bangalore",KKR,Bangalore,CA-Computer Science & Engineering (Artificial Intelligence),81555
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,Bengaluru,CB-Computer Science & Business Systems,2830
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",KKR,Bengaluru,CB-Computer Science & Business Systems,12612
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",GM,Bengaluru,CB-Computer Science & Business Systems,10775
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",KKR,Bengaluru,CB-Computer Science & Business Systems,37185
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",GM,Bengaluru,CB-Computer Science & Business Systems,33311
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",KKR,Bengaluru,CB-Computer Science & Business Systems,87924
E061,JSS Science and Technology University-Mysuru,GM,,CB-Computer Science & Business Systems,13565
E061,JSS Science and Technology University-Mysuru,KKR,,CB-Computer Science & Business Systems,31762
E067,"K.S School of Engineering And Management-Off Kanakapura Road, Bengaluru",GM,Bengaluru,CB-Computer Science & Business Systems,95890
E078,"Maharaja Institute of Technology-Belawadi, Mandya",GM,Mandya,CB-Computer Science & Business Systems,100751
E079,"Malnad College of Engineering-Rangoli Halla, Hassan",GM,Hassan,CB-Computer Science & Business Systems,94070
E089,"P.E.S.College of Engineering-PES College Road, Mandya",GM,Mandya,CB-Computer Science & Business Systems,12418
E138,"Srinivas Institute of Technology-Hampankatta, Mangaluru",GM,Mangaluru,CB-Computer Science & Business Systems,96827
E173,"Presidency University-Yelahanka, Bengaluru",GM,Bengaluru,CBD-Computer Science & Technology (Big Data),40808
E173,"Presidency University-Yelahanka, Bengaluru",KKR,Bengaluru,CBD-Computer Science & Technology (Big Data),99717
E171,"GITAM Deemed to be University-Dodaballapur taluk, Bengaluru",GM,Bengaluru,CCA-Civil Engineering with Computer Application,91982
E036,"Chanakya University-Devanahalli, Bengaluru Rural",GM,Bengaluru Rural,CCS-CIVIL CONSTRUCTION & SUSTAINABILITY ENGINEERING,78919
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",GM,Bengaluru,CD-Computer Science & Engineering (Data Science),31729
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",KKR,Bengaluru,CD-Computer Science & Engineering (Data Science),75539
E003,"A.C.S. College of Engineering-Kambipura Mysore Road, Bengaluru",GM,Bengaluru,CD-Computer Science & Engineering (Data Science),111679
E004,"Adichunchanagiri Institute Of Technology-Jyothi Nagara, Chikkamagaluru",GM,Chikkamagaluru,CD-Computer Science & Engineering (Data Science),97528
E005,"Akash Institute of Engineering and Technology-Devanahalli, Bengaluru Rural",GM,Bengaluru Rural,CD-Computer Science & Engineering (Data Science),106210
E006,"Alvas Institute of Engineering and Technology-Moodbidri, Mangaluru",GM,Mangaluru,CD-Computer Science & Engineering (Data Science),83897
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",GM,Bengaluru,CD-Computer Science & Engineering (Data Science),83048
E012,"Atria Institute of Technology-Hebbal, Bengaluru",GM,Bengaluru,CD-Computer Science & Engineering (Data Science),66345
E017,"Ballari Institute of Technology And Management-Near Allipura, Ballari",GM,Ballari,CD-Computer Science & Engineering (Data Science),109097
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,Bengaluru,CD-Computer Science & Engineering (Data Science),7121
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",KKR,Bengaluru,CD-Computer Science & Engineering (Data Science),25034
E020,"Bangalore Technological Institute-Chikkanayakanahalli Dinne, Bengaluru",GM,Bengaluru,CD-Computer Science & Engineering (Data Science),83540
E021,"Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere",GM,Davangere,CD-Computer Science & Engineering (Data Science),99166
E026,"BLDEAs V.P. Dr.P.G.Halakatti College of Engineering and Technology-Ashram Road, Vijayapura",GM,Vijayapura,CD-Computer Science & Engineering (Data Science),103425
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,Bengaluru,CD-Computer Science & Engineering (Data Science),2478
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",KKR,Bengaluru,CD-Computer Science & Engineering (Data Science),12096
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",GM,Bengaluru,CD-Computer Science & Engineering (Data Science),14918
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",KKR,Bengaluru,CD-Computer Science & Engineering (Data Science),62734
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",GM,Bengaluru,CD-Computer Science & Engineering (Data Science),36499
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,Bengaluru,CD-Computer Science & Engineering (Data Science),21434
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",KKR,Bengaluru,CD-Computer Science & Engineering (Data Science),52821
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,Bengaluru,CD-Computer Science & Engineering (Data Science),3917
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,Bengaluru,CD-Computer Science & Engineering (Data Science),17486
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",GM,Bengaluru,CD-Computer Science & Engineering (Data Science),29153
E042,"Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru",KKR,Bengaluru,CD-Computer Science & Engineering (Data Science),61358
